Μεταβλητή,Μεταβλητότητα,Σχετική Μεταβλητότητα
ΑΕΠ,1257.9710339776811,1.0
Ιδιωτική Κατανάλωση,1276.4988079669888,1.0147282993716662
Επενδύσεις,886.9868838122859,0.7050932492520513
