# model_1: cps=0.135,seas=1.066
# model_2: cps=0.129,seas=1.084
# model_3: cps=0.131,seas=1.009
# model_4: cps=0.114,seas=1.055
ds,exp_mean,model_1,model_2,model_3,model_4
2016-06-01,0.07784971662337765,0.2518647642715557,0.0038306778274357356,0.045055044701499014,0.01166831283300418
2016-07-01,0.11206963256007114,0.21062749553964544,0.1388071065795451,0.07614080573735116,0.023007018443368388
2016-08-01,0.08229235490439982,0.07683082190057,-0.17415145639154783,0.11188862358417495,0.31225076204556856
2016-09-01,0.10828664951005126,-0.327986249215541,0.20652359097116246,0.1577567832523501,0.39491981277604893
2016-10-01,0.1789587055169769,0.021207136830240003,0.062036019112506224,0.5175910382358939,0.11866407752864028
2016-11-01,0.3203593772440075,0.2642939421739463,0.3978729941739596,0.33993793780003045,0.27715312891253596
2016-12-01,0.4594202942440082,0.7617357122058745,0.35494412527193475,0.4400783507655026,0.276669718580008
2017-01-01,0.841577418994274,0.7774141626125157,0.9783512239503338,0.7929843240678389,0.8156848374272547
2017-02-01,0.9951386466732147,0.8818999873526905,1.0409672708863358,0.9638556324801408,1.0900404524259741
2017-03-01,0.4162859411017075,0.3898417603932398,0.42125037604582793,0.3978550181976067,0.4557471397026811
2017-04-01,0.4708763603859864,0.4269299094817585,0.4550725296208816,0.5091178812043626,0.49189314124893635
2017-05-01,0.5267838493998632,0.6072674526713424,0.5440624211208629,0.4394405817011571,0.5146309469803259
2017-06-01,0.6091909052739056,0.6091825575269882,0.5950416890660953,0.5859074332113623,0.6462878410192068
2017-07-01,0.7194403488747313,0.7085738166616705,0.7126822257240137,0.7084937518907104,0.7481720789919558
2017-08-01,0.5678182224630055,0.5646795807597562,0.548406438724388,0.5631090348217975,0.5954051147968826
2017-09-01,0.9312132584663204,0.8588031302793384,1.0909352223697568,0.870677330886321,0.9007080014208599
2017-10-01,0.6480090809658177,0.6050057410074663,0.6497544160011677,0.6639888773205149,0.673291227655372
2017-11-01,1.0344529579188912,0.9996840984525606,1.0535060142241566,1.0343027646703007,1.0501232845824737
2017-12-01,1.3660853089899558,1.3371512976027184,1.3261215932424415,1.3394076071184984,1.4601375950351128
2018-01-01,1.4363908540780816,1.4127595193354434,1.4577999462935545,1.3969628554504043,1.4783452645548802
2018-02-01,1.3421615062830332,1.2640849887587404,1.3107927051861616,1.4215524177694392,1.3713651347285025
2018-03-01,1.052245659947007,1.0856500075373128,1.074395356175672,1.0453214211444213,1.0002562841289577
2018-04-01,1.3431956413454824,1.580809123674293,1.1892678462016208,1.4038852748847548,1.1649070077549941
2018-05-01,1.4606253408771992,1.726760481709036,1.346018926009227,1.3676158898637936,1.3729915358506306
2018-06-01,2.13112818550151,2.2339752742525,2.1825295234565534,2.1340096497037138,1.9630367647487001
2018-07-01,2.1090877130403713,2.3028252849966764,2.1378321672517697,2.2904502038378824,1.63468671786712
2018-08-01,2.5693001671245894,2.576720240477516,2.976294170674424,2.6132627050755524,2.0623497647048152
2018-09-01,2.6012796916636276,2.595301972343022,3.1921320791088217,2.488320246984549,2.135949274646985
2018-10-01,2.35642494209132,2.8072314026936915,2.5290208602284316,2.2614365682753323,1.8020257773804458
2018-11-01,2.3531026081138764,2.4279432008672295,2.3670583506210834,2.096249481506662,2.5305669184736326
2018-12-01,2.184475464715553,2.5154825660249074,1.7371949720492121,2.297027496627697,2.236898305725325
2019-01-01,2.451726909304786,2.6010638084175213,2.352626547551673,2.550764105925083,2.3130265012795106
2019-02-01,2.2216575808725736,2.5865661586077824,2.386992880737415,2.386783845779172,1.5399640555761216
2019-03-01,2.548376958142692,2.1290485616995203,2.931474495324844,2.8199146361910294,2.3561387276384753
2019-04-01,2.4529722872721087,2.5772183626276286,2.5522964862585145,2.571006772693793,2.1248095552463235
2019-05-01,2.1566101999102187,2.528805847754528,1.954766795473795,2.0115743014982845,2.146827869380086
2019-06-01,2.3771081144782586,2.8485169415032434,2.2716241059478657,2.178489861570132,2.2284958057575377
2019-07-01,2.5156650437716888,2.419090438589687,2.6068040713791465,2.8234899365847816,2.217872781517616
2019-08-01,2.4179655591039757,2.642768354349081,2.310404891975233,2.497511510359855,2.2352869895640444
2019-09-01,2.6768122118479836,2.961303356259327,2.670790502060129,2.583875405339916,2.4913073029791706
2019-10-01,2.247543072558184,1.9817777948958022,2.4654812893585962,2.702988398791252,1.853139143814888
2019-11-01,2.7480459277607348,2.772688918156507,2.8126296245340736,2.8389826188252822,2.569739181560515
2019-12-01,2.750857390916239,2.9569295384339362,2.5390153015193007,2.893005531399943,2.6103829852954723
2020-01-01,2.617328466051295,2.8225077369933507,2.612671405190742,2.659730050741036,2.3822233027558877
2020-02-01,2.5371566659809814,3.2817629925138547,2.4689146504885144,2.336537394722916,2.0887347253803634
2020-03-01,1.7111961101732034,1.6546209181919478,1.6426786133382354,2.0218038684285062,1.5239656163194777
2020-04-01,0.50986268617843,0.6605067424470743,0.46204428683891763,0.6684222016724526,0.25133470187062634
2020-05-01,1.6039941974098406,1.5742932026561984,1.446178617378548,1.9479807921573418,1.4456192152975484
2020-06-01,2.3073980357347863,2.5494329783271077,2.32872306154737,2.5069932139567523,1.8549100591817673
2020-07-01,2.260284758131987,2.1516970539683467,2.474404297795475,2.3101630828939914,2.107183122277304
2020-08-01,2.751513879711918,2.8297330115610198,2.7417490045249497,2.791570115827259,2.6431727537090755
2020-09-01,2.6053204087593285,2.593472357429384,2.8937897185515347,2.7332807196110522,2.2194317445190936
2020-10-01,2.913449920728951,2.938290726944734,2.7980278236073097,2.897847579977192,3.0166476901276944
2020-11-01,3.0537415251972035,2.9820703161133544,3.0611072923336913,3.0948794881413644,3.0791999475569725
