,MAPE,RMSE,Bias
EXP-IS,87.72511235994547,0.5772485464720141,-9.261598173379112e-06
OOS,143.29306778225785,0.8859544025933552,-0.08290708185473528
Adapt.EXP(LAG-1),54.77976866554927,0.4588678380712964,0.0047678984324972615
Survey π (MICH),403.89897300168525,1.4347097599138872,0.5785096542903749
