ds,y,exp_mean,adaptive,mich
2021-02-01,1.667502410800381,3.498221306575803,2.3413166797595197,2.4
2021-03-01,2.623645747764214,2.9837124388391807,1.4940399642909163,2.2
2021-04-01,4.137373453318349,3.518713017483568,0.3130472940411133,2.1
2021-05-01,4.9264665639830785,4.454763702935913,0.1982013035848551,3.2
2021-06-01,5.317418943207719,4.502333657620901,0.7166562831830481,3.0
2021-07-01,5.269167647240969,5.111044684730069,0.9968647625897997,3.0
2021-08-01,5.181323173271246,5.162969642533063,1.2810698495523853,3.1
2021-09-01,5.363523425270289,5.577208145474408,1.3910228912373812,2.6
2021-10-01,6.226591220771449,6.066953352760353,1.2303863428671624,2.6
2021-11-01,6.865559520296194,6.3936173867371116,1.1757452138405844,2.8
2021-12-01,7.159457345112474,6.576527532556377,1.3204191315779434,2.5
2022-01-01,7.578082463000535,7.156354215543269,1.3553199782346148,3.0
2022-02-01,7.949220898953979,7.533012948235998,1.667502410800381,3.3
2022-03-01,8.540780148538584,8.123864921080745,2.623645747764214,3.1
2022-04-01,8.235161744022502,8.538248155355019,4.137373453318349,3.4
2022-05-01,8.530051713089225,9.097602367992286,4.9264665639830785,4.6
2022-06-01,8.999298141923106,9.586683792009168,5.317418943207719,4.2
2022-07-01,8.447778206754553,8.940541975183626,5.269167647240969,4.7
2022-08-01,8.216255059541266,8.363070727874923,5.181323173271246,4.6
2022-09-01,8.205751582451759,8.298063981958988,5.363523425270289,4.6
2022-10-01,7.757261470809462,8.170484229526112,6.226591220771449,4.8
2022-11-01,7.131380368978291,8.050282751710622,6.865559520296194,4.9
2022-12-01,6.410831677385809,7.409960999764703,7.159457345112474,4.8
2023-01-01,6.340296309929161,7.338261396484193,7.578082463000535,4.9
2023-02-01,5.957648712766894,6.9809589927893025,7.949220898953979,4.9
2023-03-01,4.931348641757127,6.590993645021873,8.540780148538584,5.4
2023-04-01,4.946947488062325,6.924623931674344,8.235161744022502,5.4
2023-05-01,4.125314539356473,5.730455956265067,8.530051713089225,5.3
2023-06-01,3.0592533347792994,5.28905585212626,8.999298141923106,5.3
2023-07-01,3.28032820234625,5.0240599120745895,8.447778206754553,5.2
2023-08-01,3.7186358677607556,5.211288903486232,8.216255059541266,4.8
2023-09-01,3.6950823322234427,5.291505606991992,8.205751582451759,4.7
2023-10-01,3.2465375076767167,5.368507538864066,7.757261470809462,5.0
2023-11-01,3.139855644977696,5.026848634234794,7.131380368978291,5.0
2023-12-01,3.322200208829762,4.241285367496749,6.410831677385809,4.3
2024-01-01,3.1079425939238847,3.97176908667393,6.340296309929161,3.9
2024-02-01,3.16642120765831,3.954585019094545,5.957648712766894,4.2
2024-03-01,3.4690014354717524,3.6753980821460224,4.931348641757127,3.6
