ds,y,exp_mean,adaptive
2022-05-01,10.507031095266385,8.288443717958708,-1.2227330529198888
2022-06-01,11.627679357932852,8.440658798694157,0.6006301693580074
2022-07-01,11.266488148368548,8.923799430864852,0.6588799041629123
2022-08-01,11.223678982916162,10.999131123291095,1.2368024132729971
2022-09-01,12.117086453369641,11.149477702920457,1.9026855613913485
2022-10-01,9.471153846153847,12.881790366194952,2.8379313754573365
2022-11-01,8.816482989937713,10.62784013406945,4.027514704416291
2022-12-01,7.5712787260417524,9.503776309977793,4.3586426510100695
2023-01-01,7.3005255613951325,8.884264686053255,5.493951612903225
2023-02-01,6.5133011455079215,8.695757540957942,6.278297615454265
2023-03-01,5.395185834178728,7.551659725655545,7.965747286667324
2023-04-01,4.522840343735868,6.89047631742077,9.14206733142462
2023-05-01,4.104310422080837,6.605700915617584,10.507031095266385
2023-06-01,2.7882507672073675,5.515330725335214,11.627679357932852
2023-07-01,3.4673322042962917,4.882417582979717,11.266488148368548
2023-08-01,3.4738346133238007,4.805586671028814,11.223678982916162
2023-09-01,2.3852892705351625,4.418480662250285,12.117086453369641
2023-10-01,3.7944664031620556,4.33760522293557,9.471153846153847
2023-11-01,2.915015411712907,4.126460760186925,8.816482989937713
2023-12-01,3.6876163460686007,3.5017448218964597,7.5712787260417524
2024-01-01,3.2059845044082325,3.2756792471626053,7.3005255613951325
2024-02-01,3.1374988889876443,2.2873343998103732,6.5133011455079215
2024-03-01,3.3689184459222865,2.251064619096285,5.395185834178728
2024-04-01,3.193422760709641,1.9975509652435464,4.522840343735868
2024-05-01,2.350004304037201,2.3702246310030146,4.104310422080837
2024-06-01,2.4567090335238406,1.925167120312216,2.7882507672073675
2024-07-01,2.989317711922812,1.8890673471867379,3.4673322042962917
2024-08-01,3.1932337964960533,1.7553635649526833,3.4738346133238007
2024-09-01,3.1091155540494686,1.1920213910628619,2.3852892705351625
2024-10-01,3.0718456461030774,1.345950815567756,3.7944664031620556
2024-11-01,2.9608078042101527,1.3810870467293528,2.915015411712907
2024-12-01,2.9494742241600536,1.1428466880754953,3.6876163460686007
2025-01-01,3.1409094831305495,1.25026640331868,3.2059845044082325
2025-02-01,3.033436745949669,1.0783895038278866,3.1374988889876443
2025-03-01,3.1236773046643407,,3.3689184459222865
